product_id,product_name,sub_category,line_count,orders,customers,total_sales,total_profit,profit_margin,quantity,average_discount,discounted_sales_share,loss_line_count,loss_line_rate,average_order_value,profit_per_order,shipping_days_avg,product_label,classification,classification_rule
FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,Chairs,8,8,8,21870.576,5.684341886080802e-14,2.599081929109138e-18,39,0.2,0.8397435897435896,3,0.375,2733.822,7.105427357601002e-15,3.125,FUR-CH-10002024 - HON 5400 Series Task Chairs for Big and Tall,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,5,5,5,15610.9656,-669.5448000000004,-0.04288939051918738,24,0.23399999999999999,0.7178329571106095,2,0.4,3122.19312,-133.90896000000006,3.6,"FUR-BO-10004834 - Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10003473,Bretford Rectangular Conference Table Tops,Tables,12,12,11,12995.2915,-327.23309999999975,-0.025180897250361777,46,0.24583333333333335,0.7973950795947902,5,0.4166666666666667,1082.9409583333334,-27.26942499999998,4.083333333333333,FUR-TA-10003473 - Bretford Rectangular Conference Table Tops,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Chairs,9,9,9,12975.382,951.8620000000001,0.07335907335907337,32,0.2,1.0,1,0.1111111111111111,1441.709111111111,105.76244444444445,4.0,FUR-CH-10001215 - Global Troy Executive Leather Low-Back Tilter,Grow,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-CH-10004287,SAFCO Arco Folding Chair,Chairs,13,13,13,11572.78,1179.374,0.10190930787589499,53,0.2,0.9284009546539379,3,0.23076923076923078,890.2138461538462,90.72107692307692,4.461538461538462,FUR-CH-10004287 - SAFCO Arco Folding Chair,Grow,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,Bookcases,6,6,6,11046.609,90.17640000000002,0.00816326530612245,27,0.18333333333333332,1.0,4,0.6666666666666666,1841.1015,15.029400000000003,3.3333333333333335,FUR-BO-10002213 - DMI Eclipse Executive Suite Bookcases,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Chairs,12,12,12,10637.528,1927.4420000000002,0.18119266055045874,51,0.14166666666666666,0.6100917431192661,0,0.0,886.4606666666667,160.62016666666668,3.75,"FUR-CH-10000454 - Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Grow,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Tables,5,5,5,9917.64,-2876.1156,-0.29000000000000004,27,0.27999999999999997,0.8333333333333335,4,0.8,1983.5279999999998,-575.22312,4.0,FUR-TA-10000198 - Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,Tables,7,7,7,9544.725,-1934.3975999999998,-0.20266666666666663,33,0.35000000000000003,0.6444444444444444,6,0.8571428571428571,1363.5321428571428,-276.34251428571423,5.142857142857143,FUR-TA-10001889 - Bush Advantage Collection Racetrack Conference Table,Repair,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,Chairs,8,8,8,9070.944,773.2608,0.08524590163934427,31,0.225,1.0,2,0.25,1133.868,96.6576,4.0,FUR-CH-10003973 - GuestStacker Chair with Chrome Finish Legs,Grow,sales_threshold=1087.92; margin_threshold=0.0249; min_lines=3
